advertiser_id_from_network,campaign_id_from_network,name,destination_phone_number,url,status_code,error_message
73300,4073,Mission Mechanical,2107753212,,201,""
73300,4074,M & E Sales,4107663831,,201,""
73300,4075,"Oxford Mechanical Services, LLC",4102265207,,201,""
73300,4076,All Brands Service Inc,9137801222,,201,""
73300,4077,Burchoil,3013732131,,201,""
73300,4078,Holmes HVAC,2102844961,,201,""
73300,4079,"A.L. Tyler & Sons, Inc.",8022549309,,201,""
73300,4080,BNK,9198514422,,201,""
73300,4081,Shannon Hacker Mechanical,7072877982,,201,""
73300,4082,"HVAC Installation, Inc.",6305823840,,201,""
73300,4083,City A/C,9544818804,,201,""
73300,4084,"T & T Plumbing, Heating, Air Conditioning, and Mechanical Contractors",2606378244,,201,""
73300,4085,Spencer Electric and Refrigeration,9104732126,,201,""
73300,4086,SA Sloop,7042396578,,201,""
73300,4087,Cool Care Heating & Air,8037727715,,201,""
73300,4088,"J & S HVAC, Inc.",4104904988,,201,""
73300,4089,"Air Solutions, Inc.",9162573648,,201,""
73300,4090,"Wilkerson Heating, Air & Electric",9199396180,,201,""
73300,4091,Enterprise Electrical,3175467002,,201,""
73300,4092,"Rowe Heating & Air, Inc.",8067937693,,201,""
73300,4093,Bolinger Heating & Air,4234424986,,201,""
73300,4094,October Engineering Associates LLC,9782615592,,201,""
73300,4095,Extreme Comfort A/C & Heat,9722342336,,201,""
73300,4096,Jon Smithberger,7404392186,,201,""
73300,4097,Port Authority,2017681439,,201,""
73300,4098,McIntosh Services,8509682593,,201,""
