advertiser_id_from_network,advertiser_campaign_id_from_network,ringpool_id_from_network,name,pool_type,destination_type,lifetime_seconds,max_pool_size,param1,param2,param3,param4,param5,param6,param7,param8,param9,param10
rr_1982090630,SEM153180,SEM153180,Search_Google_Desktop,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153181,SEM153181,Search_Google_Mobile,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153182,SEM153182,Search_Google_Desktop,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153183,SEM153183,Search_Google_Mobile,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153184,SEM153184,Search_Google_Desktop,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153185,SEM153185,Search_Google_Desktop,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153186,SEM153186,Search_Google_Mobile,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153187,SEM153187,Search_Google_Desktop,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153188,SEM153188,Search_Google_Mobile,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153189,SEM153189,Search_Google_Desktop,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153190,SEM153190,Search_Google_Mobile,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153191,SEM153191,Search_Google_Desktop,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153193,SEM153193,Search_Google_Mobile,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153194,SEM153194,Search_Google_Desktop,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153195,SEM153195,Search_Google_Mobile,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153196,SEM153196,Search_Google_Desktop,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153197,SEM153197,Search_Google_Mobile,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153198,SEM153198,Search_Google_Desktop,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153199,SEM153199,Search_Google_Mobile,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153200,SEM153200,Search_Google_Desktop,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
rr_1982090630,SEM153201,SEM153201,Search_Google_Mobile,Custom,Advertiser,600,83,adometryId,kcid,SearchMediumCampaign,WTmc_id,TermContent,matchtype,gclid,WTid,uuid,cid
